user_id,age,occupation,gender
258596,33,sales/marketing,M
305408,31,other or not specified,M
393768,34,scientist,M
713620,27,sales/marketing,M
495856,33,college/grad student,M
477630,23,college/grad student,F
884884,26,scientist,M
796354,27,scientist,M
172664,31,academic/educator,M
703109,28,executive/managerial,M
231893,26,sales/marketing,M
181308,34,customer service,M
110340,34,executive/managerial,M
116041,52,scientist,M
368051,32,executive/managerial,M
427535,26,executive/managerial,M
817135,54,homemaker,F
125633,30,artist,F
752841,30,executive/managerial,M
673463,25,college/grad student,M
255784,33,executive/managerial,M
468121,31,college/grad student,M
578069,25,executive/managerial,M
857238,27,sales/marketing,M
49265,32,college/grad student,M
52001,34,executive/managerial,M
590330,26,executive/managerial,M
692449,31,self-employed,F
401655,31,executive/managerial,M
742210,25,college/grad student,M
492635,30,college/grad student,M
862220,30,executive/managerial,M
933190,25,college/grad student,M
323468,20,sales/marketing,M
569015,31,scientist,M
591968,29,executive/managerial,M
487252,30,executive/managerial,M
81900,26,other or not specified,M
268889,46,self-employed,M
476371,30,college/grad student,M
202845,29,college/grad student,M
14600,33,self-employed,M
784691,40,other or not specified,F
663764,34,retired,M
633470,26,executive/managerial,M
191106,29,executive/managerial,M
869912,32,college/grad student,M
51216,30,executive/managerial,M
635806,31,scientist,M
849137,28,sales/marketing,F
198238,40,executive/managerial,M
800420,29,writer,M
630761,28,college/grad student,M
266879,17,scientist,M
114640,25,executive/managerial,M
519289,23,technician/engineer,M
685120,28,sales/marketing,M
312781,28,college/grad student,M
226707,28,scientist,F
914065,28,executive/managerial,M
314101,29,executive/managerial,M
879132,11,K-12 student,M
538282,31,college/grad student,M
166721,28,homemaker,M
80626,29,doctor/health care,M
376250,26,academic/educator,M
258856,26,executive/managerial,M
661642,30,college/grad student,M
749516,34,executive/managerial,M
60684,26,other or not specified,M
938861,18,sales/marketing,M
906321,34,college/grad student,F
445188,18,K-12 student,M
214282,33,scientist,M
196566,31,technician/engineer,M
501914,28,K-12 student,M
82121,34,college/grad student,M
74575,25,executive/managerial,M
717485,32,self-employed,M
266062,30,college/grad student,M
463309,34,K-12 student,M
287374,34,sales/marketing,M
754936,28,college/grad student,M
224612,30,technician/engineer,M
933408,31,executive/managerial,M
712203,25,executive/managerial,M
858127,31,self-employed,M
659342,34,scientist,M
653765,29,college/grad student,M
297096,26,college/grad student,M
486143,19,college/grad student,M
677826,27,clerical/admin,M
841767,33,sales/marketing,M
37009,30,scientist,M
15600,26,executive/managerial,M
448642,27,executive/managerial,M
186003,26,college/grad student,M
795880,34,college/grad student,M
154165,33,sales/marketing,M
619654,34,sales/marketing,M
542243,34,scientist,M
867509,21,programmer,M
805946,28,college/grad student,M
23133,27,sales/marketing,M
628225,20,sales/marketing,M
774732,31,executive/managerial,M
675910,32,college/grad student,M
741326,31,college/grad student,M
145677,25,other or not specified,M
782245,26,executive/managerial,M
786008,34,scientist,M
289531,33,scientist,M
203036,33,sales/marketing,M
793904,25,college/grad student,F
303657,19,sales/marketing,M
668129,28,clerical/admin,F
645972,28,college/grad student,M
179654,26,self-employed,M
901846,25,executive/managerial,M
1478,25,scientist,F
293864,30,scientist,M
151353,30,college/grad student,M
800926,27,scientist,M
263810,29,clerical/admin,M
134878,29,executive/managerial,M
224739,34,college/grad student,M
2439,26,college/grad student,F
613321,29,college/grad student,M
367676,33,homemaker,M
196629,29,other or not specified,M
745679,18,sales/marketing,M
779934,26,college/grad student,M
540939,28,college/grad student,F
66320,18,K-12 student,M
83918,18,K-12 student,M
61953,25,college/grad student,M
871172,29,artist,M
832117,31,sales/marketing,M
188226,30,college/grad student,M
6567,34,other or not specified,F
578893,27,sales/marketing,M
488606,33,sales/marketing,M
157475,25,sales/marketing,M
370411,29,executive/managerial,M
179137,43,scientist,F
773008,33,sales/marketing,M
668818,33,college/grad student,M
337165,51,other or not specified,M
787218,31,sales/marketing,M
61836,42,executive/managerial,M
735039,29,college/grad student,M
344323,10,K-12 student,M
853627,21,self-employed,F
735100,20,scientist,M
630936,29,technician/engineer,M
356276,33,sales/marketing,M
894000,18,K-12 student,F
910167,26,scientist,M
498587,27,sales/marketing,M
827957,37,other or not specified,F
728670,26,other or not specified,M
523359,25,scientist,M
400157,32,college/grad student,M
660855,32,self-employed,M
227347,37,college/grad student,M
813902,27,self-employed,M
285096,21,college/grad student,M
171869,29,other or not specified,F
433616,33,tradesman/craftsman,M
325864,31,college/grad student,M
210366,31,sales/marketing,M
36084,28,other or not specified,M
800032,26,sales/marketing,M
240841,26,executive/managerial,M
442349,25,executive/managerial,M
359485,25,college/grad student,M
818893,29,other or not specified,F
844224,32,scientist,M
541377,26,executive/managerial,M
752978,28,college/grad student,M
24537,30,sales/marketing,M
669255,31,college/grad student,M
162410,28,college/grad student,M
615863,21,scientist,M
700338,44,executive/managerial,M
21271,33,executive/managerial,M
243021,30,college/grad student,M
705366,31,self-employed,M
339312,31,sales/marketing,F
329657,27,executive/managerial,M
499110,31,college/grad student,M
929697,33,college/grad student,M
381032,25,executive/managerial,M
406676,25,college/grad student,M
345829,28,sales/marketing,M
207326,24,executive/managerial,M
654705,30,scientist,M
591523,28,self-employed,F
386498,31,college/grad student,M
882651,32,sales/marketing,M
693781,44,other or not specified,M
310990,29,self-employed,F
318869,25,academic/educator,M
712697,27,college/grad student,F
148861,34,college/grad student,M
347768,25,self-employed,M
458065,34,scientist,M
755436,34,other or not specified,F
609200,34,other or not specified,M
364095,26,executive/managerial,M
69475,32,self-employed,M
86593,28,artist,F
206553,25,executive/managerial,M
342473,29,executive/managerial,M
913127,21,college/grad student,M
105840,31,customer service,M
701540,21,scientist,M
650965,33,homemaker,M
656085,25,executive/managerial,M
748030,82,retired,F
60404,32,college/grad student,M
722117,18,sales/marketing,M
309325,33,sales/marketing,M
783037,26,executive/managerial,M
464132,21,K-12 student,M
568172,32,college/grad student,M
170198,30,college/grad student,M
800719,25,self-employed,F
816283,30,executive/managerial,M
936619,34,self-employed,M
46440,34,doctor/health care,M
407604,25,other or not specified,F
507883,31,sales/marketing,M
919911,32,executive/managerial,M
296779,29,college/grad student,F
507339,29,programmer,M
143418,33,retired,M
470502,16,K-12 student,M
57474,18,scientist,M
787779,11,K-12 student,M
701,32,retired,M
610899,32,executive/managerial,M
213728,32,executive/managerial,F
267046,27,scientist,F
361437,31,college/grad student,M
65702,28,college/grad student,M
485067,43,sales/marketing,M
55549,25,college/grad student,M
560682,21,self-employed,M
505333,24,college/grad student,M
244633,31,K-12 student,F
239341,29,college/grad student,M
694940,30,college/grad student,M
302278,17,K-12 student,M
434010,55,scientist,M
260678,28,sales/marketing,M
438651,10,homemaker,F
229109,33,artist,F
854273,33,artist,M
768169,32,college/grad student,M
443926,27,college/grad student,M
97251,28,college/grad student,M
892376,28,scientist,M
773405,32,self-employed,M
701461,30,college/grad student,F
112041,26,other or not specified,F
123092,43,executive/managerial,M
548482,33,self-employed,F
804719,26,college/grad student,M
727066,28,K-12 student,M
451608,28,self-employed,M
559051,35,academic/educator,M
604791,29,college/grad student,M
790489,29,college/grad student,M
739468,26,college/grad student,M
549187,34,executive/managerial,M
508266,32,college/grad student,F
130352,33,college/grad student,M
889359,21,clerical/admin,M
201037,26,college/grad student,M
397539,29,homemaker,F
367221,25,retired,F
458923,25,self-employed,M
582985,30,college/grad student,M
424738,32,scientist,M
313558,34,college/grad student,M
742660,29,scientist,M
227909,33,college/grad student,M
399053,31,college/grad student,M
216418,30,self-employed,F
677566,18,K-12 student,M
280256,33,homemaker,M
631890,33,college/grad student,M
634445,31,college/grad student,M
159613,29,self-employed,M
902747,34,college/grad student,F
912461,34,clerical/admin,M
472369,29,self-employed,M
784366,31,executive/managerial,M
408390,25,scientist,M
386786,30,sales/marketing,M
227949,25,K-12 student,F
611364,30,homemaker,F
200034,31,sales/marketing,M
864514,29,executive/managerial,M
343510,27,college/grad student,M
737768,31,K-12 student,M
301728,29,college/grad student,M
314477,32,college/grad student,M
260172,30,college/grad student,F
740454,28,sales/marketing,F
275525,34,college/grad student,M
33328,28,other or not specified,M
129771,29,college/grad student,M
401556,31,college/grad student,M
142823,32,college/grad student,M
654832,24,technician/engineer,M
684113,26,college/grad student,M
304892,33,homemaker,F
85547,28,sales/marketing,M
803871,32,sales/marketing,M
780205,25,other or not specified,F
516543,26,scientist,M
341921,31,retired,F
292196,27,sales/marketing,M
361817,26,college/grad student,M
305294,33,executive/managerial,M
443486,33,college/grad student,M
588080,18,K-12 student,M
347394,25,sales/marketing,M
789092,29,college/grad student,M
189620,45,writer,F
167175,24,sales/marketing,M
249658,29,executive/managerial,M
771178,26,technician/engineer,M
294023,30,executive/managerial,M
409628,26,college/grad student,M
499771,28,college/grad student,M
463392,33,college/grad student,M
342482,30,scientist,M
335293,29,college/grad student,M
298515,27,other or not specified,F
307214,31,executive/managerial,M
113589,30,clerical/admin,F
9289,29,executive/managerial,M
790820,29,sales/marketing,M
242353,36,executive/managerial,M
778680,30,college/grad student,M
341115,26,other or not specified,M
181511,28,sales/marketing,M
309143,26,academic/educator,F
275746,10,K-12 student,M
731281,34,college/grad student,M
139084,31,executive/managerial,M
233207,25,college/grad student,F
521374,29,executive/managerial,F
347661,25,sales/marketing,M
334035,26,executive/managerial,M
118237,67,executive/managerial,M
63571,18,K-12 student,M
670417,31,self-employed,M
432038,29,lawyer,M
664157,25,executive/managerial,M
780845,18,sales/marketing,M
808266,77,retired,F
116973,31,college/grad student,M
529566,32,artist,F
620359,55,scientist,M
772678,27,executive/managerial,M
363570,27,executive/managerial,M
717574,26,scientist,M
144916,29,executive/managerial,M
418756,24,scientist,M
516379,27,college/grad student,M
641576,32,executive/managerial,F
250376,27,college/grad student,M
635676,26,college/grad student,M
314407,20,self-employed,M
814619,30,self-employed,M
451587,31,college/grad student,M
385130,37,clerical/admin,M
116094,28,sales/marketing,M
117935,31,college/grad student,M
103729,43,executive/managerial,M
42342,33,college/grad student,M
172462,33,executive/managerial,M
759862,39,K-12 student,F
610800,29,college/grad student,M
737144,18,K-12 student,M
331793,61,executive/managerial,M
686069,28,college/grad student,M
728972,27,college/grad student,F
873096,28,college/grad student,M
782086,33,self-employed,M
369620,34,sales/marketing,F
71446,28,scientist,M
191540,28,college/grad student,M
165257,34,K-12 student,M
5033,27,executive/managerial,M
920892,26,college/grad student,M
786727,26,sales/marketing,M
267545,23,K-12 student,M
188410,30,college/grad student,M
3058,27,scientist,M
864583,25,college/grad student,M
880300,21,self-employed,M
362009,14,homemaker,F
591455,34,programmer,M
774100,37,executive/managerial,M
926140,30,self-employed,M
738152,28,college/grad student,M
180966,29,other or not specified,F
868889,34,sales/marketing,M
847381,25,executive/managerial,M
206320,27,executive/managerial,M
936438,33,programmer,M
197395,47,academic/educator,F
426569,26,executive/managerial,M
747099,32,executive/managerial,M
69191,40,college/grad student,F
22586,33,programmer,M
248238,27,other or not specified,M
748468,43,academic/educator,F
641981,25,college/grad student,F
655885,28,other or not specified,M
486672,31,college/grad student,M
667440,31,executive/managerial,M
784453,26,clerical/admin,M
10959,30,executive/managerial,M
900165,28,scientist,M
168341,17,homemaker,M
427337,31,scientist,M
112831,33,executive/managerial,M
310341,29,K-12 student,M
901275,33,academic/educator,M
754140,28,scientist,M
854814,27,executive/managerial,M
939318,27,college/grad student,M
466327,33,scientist,M
778079,27,artist,M
793602,31,executive/managerial,M
182719,29,other or not specified,M
614670,30,college/grad student,M
570723,33,college/grad student,M
738428,31,college/grad student,F
438072,27,artist,M
115219,21,scientist,M
408928,29,self-employed,M
256780,28,college/grad student,M
313694,18,K-12 student,M
198033,50,executive/managerial,F
693485,26,scientist,M
913026,32,homemaker,F
181735,31,scientist,M
547630,26,college/grad student,M
210976,27,college/grad student,M
582650,31,college/grad student,M
536905,33,college/grad student,F
528287,34,homemaker,F
299944,27,executive/managerial,F
231666,48,executive/managerial,M
136012,34,K-12 student,M
385347,18,academic/educator,M
605376,25,sales/marketing,M
122965,34,executive/managerial,M
422045,64,executive/managerial,M
322174,33,sales/marketing,M
851734,90,retired,F
391817,33,self-employed,M
702366,29,college/grad student,M
333819,23,sales/marketing,M
533179,19,college/grad student,M
864683,21,tradesman/craftsman,M
14922,21,K-12 student,M
85590,22,college/grad student,M
393702,26,college/grad student,M
463765,32,college/grad student,M
25560,28,scientist,F
208298,25,college/grad student,F
172979,25,artist,M
212397,29,college/grad student,M
212528,33,other or not specified,F
282083,41,sales/marketing,M
251640,18,K-12 student,M
626691,34,executive/managerial,M
323143,43,sales/marketing,M
855826,33,sales/marketing,M
159951,18,K-12 student,M
37208,34,executive/managerial,M
532373,26,college/grad student,M
32280,28,scientist,M
552001,18,self-employed,M
474584,27,college/grad student,M
556047,26,executive/managerial,M
677194,25,college/grad student,M
430021,32,executive/managerial,M
513406,32,scientist,M
367791,38,academic/educator,F
643296,34,sales/marketing,M
197748,34,other or not specified,F
681565,33,college/grad student,F
388420,30,clerical/admin,M
531096,26,academic/educator,M
370618,29,college/grad student,M
883652,31,executive/managerial,M
588472,26,college/grad student,M
504600,25,sales/marketing,M
11150,25,sales/marketing,M
297091,25,lawyer,M
817490,33,executive/managerial,F
109848,31,retired,F
337480,34,self-employed,F
815559,26,scientist,M
179554,28,executive/managerial,M
578252,25,self-employed,M
255878,29,programmer,M
280428,29,technician/engineer,M
90035,28,college/grad student,M
538117,26,other or not specified,M
391320,31,executive/managerial,F
880609,31,other or not specified,M
397364,18,homemaker,M
657772,28,scientist,M
627877,28,college/grad student,M
854078,14,K-12 student,M
65193,28,executive/managerial,M
553968,25,technician/engineer,M
236288,28,executive/managerial,M
827238,29,scientist,F
803515,29,sales/marketing,F
401741,27,executive/managerial,M
532513,40,other or not specified,M
925151,39,executive/managerial,M
232499,26,college/grad student,M
606341,35,sales/marketing,M
680103,27,executive/managerial,M
540994,26,K-12 student,M
469954,33,executive/managerial,M
109722,87,retired,M
653253,33,self-employed,M
626453,30,college/grad student,M
796658,26,college/grad student,M
383988,32,executive/managerial,M
402978,33,technician/engineer,M
264745,33,college/grad student,M
919573,26,college/grad student,M
368663,34,self-employed,M
429720,37,academic/educator,F
442610,31,college/grad student,M
568928,27,retired,M
101112,27,sales/marketing,M
447983,27,executive/managerial,M
15471,32,college/grad student,M
501183,33,scientist,M
535521,30,sales/marketing,M
100889,33,homemaker,M
428282,28,self-employed,M
345656,33,self-employed,M
679050,25,executive/managerial,M
415992,39,doctor/health care,M
81171,41,homemaker,M
104201,25,executive/managerial,M
477158,26,college/grad student,M
283327,20,sales/marketing,M
497815,9,self-employed,F
702800,20,K-12 student,M
351907,27,college/grad student,M
257912,33,college/grad student,M
63276,21,K-12 student,M
845652,29,writer,M
859438,25,clerical/admin,M
267878,25,scientist,M
655350,28,college/grad student,M
879434,34,academic/educator,M
198503,32,scientist,M
224914,31,scientist,M
29562,30,executive/managerial,M
481075,27,executive/managerial,M
523522,29,clerical/admin,F
89435,32,college/grad student,F
52492,31,college/grad student,F
850020,32,other or not specified,F
610660,33,scientist,F
179694,28,sales/marketing,M
720196,25,scientist,M
144379,87,technician/engineer,M
627365,27,college/grad student,M
617348,34,scientist,F
562374,59,other or not specified,M
597988,22,college/grad student,M
786431,33,self-employed,M
17659,31,college/grad student,M
727546,42,retired,M
70821,30,sales/marketing,M
344306,33,executive/managerial,M
932726,25,sales/marketing,M
512612,42,sales/marketing,M
468112,18,artist,F
179873,25,executive/managerial,M
113504,31,executive/managerial,M
337164,30,other or not specified,F
309018,28,sales/marketing,M
719179,27,college/grad student,F
181071,33,self-employed,F
47178,30,sales/marketing,M
87760,30,college/grad student,M
549087,32,scientist,M
685809,32,college/grad student,F
727172,23,clerical/admin,M
644789,27,college/grad student,F
290304,26,college/grad student,F
300139,33,self-employed,M
14738,33,college/grad student,M
784693,31,college/grad student,M
4122,28,homemaker,M
716290,29,sales/marketing,M
785710,29,college/grad student,M
423994,37,executive/managerial,M
1564,31,executive/managerial,M
731159,34,homemaker,M
286639,29,scientist,M
604374,31,executive/managerial,M
94635,32,sales/marketing,M
102562,26,college/grad student,M
118608,31,executive/managerial,M
446231,43,technician/engineer,M
236526,25,clerical/admin,M
160618,18,K-12 student,M
86760,29,college/grad student,M
470370,31,scientist,M
176578,25,college/grad student,F
874492,34,sales/marketing,M
649698,38,artist,M
192389,33,executive/managerial,M
43611,34,college/grad student,M
397080,28,homemaker,M
689973,26,college/grad student,M
797248,30,executive/managerial,M
580489,29,executive/managerial,F
881821,18,K-12 student,M
751465,20,college/grad student,M
656220,21,doctor/health care,F
112835,33,executive/managerial,M
119356,34,scientist,M
887444,28,other or not specified,M
619434,70,academic/educator,F
639306,26,executive/managerial,M
649937,32,college/grad student,M
468593,27,sales/marketing,M
367094,27,sales/marketing,M
470362,29,scientist,M
203620,28,college/grad student,F
595541,25,homemaker,M
103974,32,executive/managerial,M
735808,33,other or not specified,M
162032,28,executive/managerial,M
812660,34,retired,F
343752,18,artist,F
268591,29,executive/managerial,M
820556,34,scientist,M
869686,25,executive/managerial,M
920936,26,executive/managerial,M
877421,25,K-12 student,M
822265,18,scientist,M
865351,31,executive/managerial,F
629404,31,executive/managerial,M
877739,27,sales/marketing,M
885215,30,homemaker,F
150337,28,college/grad student,M
881050,33,other or not specified,M
535078,30,technician/engineer,M
354377,29,executive/managerial,M
712704,27,self-employed,M
721866,29,academic/educator,F
58620,28,executive/managerial,M
405294,25,clerical/admin,M
448490,30,executive/managerial,M
692818,27,college/grad student,M
825028,25,other or not specified,F
314941,31,college/grad student,M
212299,33,college/grad student,M
196845,26,college/grad student,M
921689,26,tradesman/craftsman,M
319515,31,college/grad student,M
89284,74,sales/marketing,M
543508,28,sales/marketing,M
926935,25,executive/managerial,M
262265,30,clerical/admin,M
46243,31,sales/marketing,M
774572,31,college/grad student,M
845502,27,self-employed,M
191387,32,K-12 student,M
323107,32,college/grad student,F
723862,33,executive/managerial,M
223886,28,other or not specified,M
641091,34,college/grad student,M
6041,52,other or not specified,F
744204,29,executive/managerial,M
457966,32,college/grad student,M
529804,27,college/grad student,M
264144,33,college/grad student,M
2353,25,self-employed,F
295851,30,scientist,M
166036,32,executive/managerial,F
601033,26,sales/marketing,M
470047,18,K-12 student,M
398328,28,sales/marketing,F
516811,28,self-employed,M
553926,31,self-employed,M
919471,28,executive/managerial,M
468239,30,executive/managerial,M
444919,34,executive/managerial,M
653756,28,homemaker,M
335284,26,farmer,M
742324,31,other or not specified,F
681188,29,executive/managerial,M
277365,29,sales/marketing,M
726793,30,college/grad student,M
670673,31,executive/managerial,M
620869,34,other or not specified,M
825144,28,college/grad student,M
58517,26,executive/managerial,M
82304,30,college/grad student,M
481086,31,self-employed,M
502887,27,college/grad student,M
892012,25,artist,M
442002,27,college/grad student,F
815132,28,college/grad student,M
927383,29,college/grad student,M
917741,25,college/grad student,M
829779,28,college/grad student,M
412517,31,executive/managerial,M
471684,30,sales/marketing,M
939346,26,sales/marketing,M
725016,8,K-12 student,F
690449,45,writer,F
799460,33,executive/managerial,M
357568,44,self-employed,F
936142,27,executive/managerial,F
880935,34,sales/marketing,F
555556,25,artist,M
336267,34,scientist,M
364311,33,college/grad student,M
491241,40,executive/managerial,M
669756,18,K-12 student,M
716829,34,executive/managerial,M
505375,31,other or not specified,M
477223,27,scientist,M
200177,28,college/grad student,M
332849,34,college/grad student,M
372328,33,artist,M
130525,26,college/grad student,M
860818,26,college/grad student,M
209449,28,executive/managerial,M
27929,36,executive/managerial,M
677535,29,college/grad student,M
927785,31,sales/marketing,M
918138,26,other or not specified,M
71722,34,academic/educator,F
755362,23,sales/marketing,M
380748,21,sales/marketing,M
838878,25,sales/marketing,M
343092,32,college/grad student,M
305051,33,clerical/admin,M
126661,31,sales/marketing,M
886712,27,college/grad student,F
656959,34,other or not specified,M
309222,31,self-employed,M
926889,31,sales/marketing,M
52776,27,scientist,M
142181,18,scientist,M
6044,30,scientist,M
939044,28,executive/managerial,M
890424,33,academic/educator,M
724226,36,sales/marketing,M
230127,27,executive/managerial,M
905190,26,academic/educator,M
827298,33,executive/managerial,M
341316,31,college/grad student,M
238186,30,executive/managerial,M
361110,25,homemaker,F
149014,25,sales/marketing,F
455271,31,college/grad student,M
778756,34,other or not specified,M
557469,32,self-employed,M
314969,29,other or not specified,F
277601,27,executive/managerial,M
331834,42,programmer,M
566101,26,college/grad student,M
775357,28,executive/managerial,M
381310,32,executive/managerial,M
382291,27,executive/managerial,M
770867,29,executive/managerial,M
820962,21,homemaker,M
537180,39,writer,M
3860,28,executive/managerial,M
108332,34,scientist,M
520617,30,executive/managerial,M
521043,27,college/grad student,M
378941,25,retired,M
31382,33,self-employed,M
826864,64,retired,F
723802,28,sales/marketing,M
821637,34,college/grad student,M
350504,31,other or not specified,M
97169,41,retired,M
281037,28,clerical/admin,M
676938,33,scientist,M
117111,33,K-12 student,M
37471,34,executive/managerial,M
43776,34,college/grad student,M
919279,30,other or not specified,M
505844,31,executive/managerial,M
898648,25,executive/managerial,M
148736,18,K-12 student,M
301203,25,executive/managerial,M
66341,50,academic/educator,M
150594,27,college/grad student,M
711589,30,scientist,M
709435,18,self-employed,M
341144,34,scientist,M
935553,27,executive/managerial,M
458386,55,academic/educator,M
213439,25,college/grad student,M
414135,27,scientist,M
736181,25,college/grad student,F
658950,32,executive/managerial,M
20882,22,college/grad student,M
56125,33,college/grad student,M
578239,26,sales/marketing,M
445487,25,self-employed,M
173558,29,college/grad student,M
880135,32,college/grad student,M
380934,26,homemaker,F
339499,25,scientist,M
321309,30,college/grad student,M
592341,54,academic/educator,F
498626,34,college/grad student,M
708865,31,college/grad student,M
909524,26,college/grad student,M
844720,26,self-employed,F
592595,55,retired,F
438396,17,scientist,F
246314,33,college/grad student,F
606014,42,college/grad student,M
223316,28,sales/marketing,M
272435,33,college/grad student,M
215814,26,college/grad student,M
386160,28,self-employed,M
612254,33,executive/managerial,M
329274,27,homemaker,F
666574,33,artist,M
867156,25,executive/managerial,M
179677,33,college/grad student,F
726197,27,academic/educator,M
376424,31,college/grad student,M
478260,34,college/grad student,F
756828,26,scientist,M
69619,33,academic/educator,F
789912,20,sales/marketing,M
641353,30,executive/managerial,M
889312,27,college/grad student,M
397919,42,academic/educator,M
406993,41,college/grad student,M
817970,32,executive/managerial,M
509797,31,scientist,M
724467,30,other or not specified,M
17987,32,college/grad student,M
728360,19,homemaker,M
130605,26,sales/marketing,M
105474,25,sales/marketing,F
309646,33,executive/managerial,M
418818,29,college/grad student,M
188981,33,sales/marketing,M
393144,31,artist,F
370037,34,homemaker,M
718547,30,college/grad student,F
745595,30,college/grad student,M
818530,33,executive/managerial,M
212227,22,college/grad student,M
170108,26,other or not specified,M
2312,28,doctor/health care,M
355783,32,scientist,M
803139,29,executive/managerial,M
285766,26,executive/managerial,M
827190,27,sales/marketing,M
662260,30,homemaker,M
538422,25,college/grad student,M
526045,27,executive/managerial,M
628352,31,self-employed,M
936754,27,homemaker,M
203577,27,sales/marketing,M
314921,26,executive/managerial,M
541629,29,other or not specified,M
187750,24,K-12 student,M
96614,34,other or not specified,M
135835,25,college/grad student,M
187213,34,sales/marketing,M
908390,34,college/grad student,M
85529,34,executive/managerial,M
228362,31,homemaker,M
355289,34,college/grad student,M
919073,32,college/grad student,F
503188,30,K-12 student,M
134003,29,executive/managerial,M
660640,31,college/grad student,M
779345,32,executive/managerial,M
888714,30,sales/marketing,M
646970,28,college/grad student,F
489319,31,technician/engineer,M
85516,25,executive/managerial,M
78492,43,college/grad student,M
179300,28,sales/marketing,M
356421,33,college/grad student,M
635563,28,college/grad student,M
12068,30,sales/marketing,M
463002,31,executive/managerial,M
57074,33,college/grad student,M
923713,30,executive/managerial,F
206731,32,college/grad student,M
313311,22,sales/marketing,M
366710,30,scientist,M
783739,28,artist,F
874625,26,college/grad student,M
6172,32,executive/managerial,M
362827,34,scientist,M
815899,33,other or not specified,F
294502,27,executive/managerial,M
752203,29,artist,M
620061,28,college/grad student,M
116153,34,college/grad student,M
385452,30,college/grad student,M
771365,33,K-12 student,M
634609,34,executive/managerial,M
280037,25,executive/managerial,M
860786,32,college/grad student,M
134311,29,other or not specified,M
891938,26,other or not specified,M
81122,21,other or not specified,M
700386,11,K-12 student,M
94425,32,executive/managerial,M
791616,31,executive/managerial,M
31185,27,executive/managerial,M
55632,32,college/grad student,M
604008,33,college/grad student,M
352279,34,college/grad student,M
802122,28,executive/managerial,M
163377,29,college/grad student,M
751014,25,executive/managerial,M
156741,28,college/grad student,M
153833,34,college/grad student,M
885524,25,executive/managerial,M
271928,25,self-employed,M
339898,18,sales/marketing,M
740773,29,other or not specified,M
166713,33,college/grad student,M
824015,26,K-12 student,M
453039,32,other or not specified,M
10473,84,doctor/health care,F
561367,31,self-employed,M
99541,29,executive/managerial,M
714421,25,college/grad student,M
12287,27,college/grad student,M
790604,32,homemaker,F
26235,34,homemaker,M
736845,29,scientist,M
77346,31,scientist,M
285405,9,scientist,M
848821,27,self-employed,M
542285,33,scientist,M
34708,33,college/grad student,F
49681,33,executive/managerial,M
175902,28,retired,M
162417,31,college/grad student,M
551841,31,executive/managerial,M
920515,27,other or not specified,M
598133,29,scientist,M
780644,24,artist,M
315845,18,other or not specified,M
140909,26,college/grad student,F
540621,30,college/grad student,M
585424,21,other or not specified,M
719331,25,college/grad student,M
313333,28,executive/managerial,M
152006,26,college/grad student,M
200707,27,executive/managerial,F
148288,30,executive/managerial,M
807014,34,executive/managerial,M
375152,30,executive/managerial,M
603582,29,executive/managerial,M
622878,32,sales/marketing,M
478848,36,sales/marketing,M
232841,34,sales/marketing,M
698822,26,executive/managerial,M
442478,31,executive/managerial,M
569595,29,college/grad student,F
881889,30,sales/marketing,F
233448,26,self-employed,M
374256,27,other or not specified,M
327161,30,self-employed,F
324671,27,homemaker,F
306345,33,sales/marketing,M
39267,28,scientist,F
939618,25,college/grad student,M
287123,27,sales/marketing,F
461117,28,clerical/admin,M
103414,27,scientist,M
322464,32,sales/marketing,M
316865,35,artist,M
697738,26,college/grad student,M
393924,78,retired,F
573867,27,academic/educator,F
449848,21,sales/marketing,M
912036,28,sales/marketing,M
541713,26,sales/marketing,M
299686,33,executive/managerial,M
661369,27,college/grad student,F
732230,31,college/grad student,M
577054,31,college/grad student,M
266650,31,executive/managerial,M
417770,34,executive/managerial,M
784682,33,college/grad student,M
802457,51,other or not specified,F
622567,29,sales/marketing,M
876840,29,sales/marketing,M
12414,28,college/grad student,M
681625,33,sales/marketing,F
161001,33,college/grad student,F
849856,33,college/grad student,M
643788,29,scientist,M
308513,28,college/grad student,M
571298,30,self-employed,M
529480,25,sales/marketing,M
374016,56,retired,F
545481,33,retired,F
20460,30,executive/managerial,M
424877,32,executive/managerial,M
512135,21,K-12 student,M
932764,34,sales/marketing,M
308633,33,college/grad student,M
901586,33,homemaker,F
649080,32,college/grad student,M
357963,11,college/grad student,M
849219,30,college/grad student,F
467471,26,scientist,F
710005,18,K-12 student,F
43533,30,sales/marketing,M
416675,28,scientist,M
844775,34,self-employed,M
646993,32,college/grad student,M
115895,28,tradesman/craftsman,M
642614,38,executive/managerial,M
31115,29,college/grad student,M
580699,25,executive/managerial,M
756509,26,other or not specified,M
802078,26,executive/managerial,M
200375,25,college/grad student,M
897960,31,college/grad student,M
101809,18,homemaker,M
717968,31,executive/managerial,M
465376,27,college/grad student,M
579789,33,executive/managerial,M
223957,29,college/grad student,F
663589,18,college/grad student,M
524034,26,scientist,M
67747,18,K-12 student,M
693137,44,sales/marketing,M
566789,28,scientist,M
523206,34,homemaker,F
91252,31,sales/marketing,M
281203,32,academic/educator,F
70632,28,college/grad student,F
294255,33,executive/managerial,M
10349,80,scientist,F
507479,9,homemaker,F
186242,24,sales/marketing,M
653135,30,college/grad student,M
116010,33,K-12 student,M
688279,32,executive/managerial,M
593147,25,executive/managerial,M
564967,30,sales/marketing,M
